menus_id,名字,平均分,收藏,浏览,工艺,口味,时间,难度,主料,辅料,禁忌综合,糖,脂肪,热量
13101,宝宝版水煮鱼  宝宝辅食食谱,3.76, 28 收藏 , 3765 浏览,煮,家常味,10分钟,新手尝试,"['海鲈鱼 150克', '蛋清 20克', '豆芽 15克', '油菜 10克']","['番茄 1个 ', '番茄酱 15克', '淀粉 10克']","['高血压人群 建议多吃', '减肥人群 建议多吃', '高血脂人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",3.22克,1.5克,63.8大卡
4433,腊肉豆角焖饭,3.056, 4 收藏 , 2862 浏览,蒸,家常味,60分钟,新手尝试,"['长豆角 1把', '腊肉 100克', '大米 2杯']","['葱末 适量', '姜末 适量', '生抽 1大匙', '油 适量', '盐 适量']","['高血压人群 控制少吃', '高血脂人群 控制少吃', '减肥人群 尽量不吃', '高血糖人群 尽量不吃', '儿童 控制少吃']",29.89克,14.5克,329.8大卡
4564,凉拌明太鱼干,3.935, 401 收藏 , 5649 浏览,拌,酸甜味,30分钟,未知,"['明太鱼干 一条', '朝鲜辣椒酱 少许']","['盐 少许', '酱油 少许', '白醋 少许', '香菜 少许', '黑白芝麻 少许']","['高血压人群 建议多吃', '减肥人群 建议多吃', '高血脂人群 建议多吃', '高血糖人群 建议多吃', '儿童 控制少吃']",0.77克,1克,92.2大卡
2765,腐竹炖鱼干,4.877, 375 收藏 , 2876 浏览,炖,家常味,10分钟,初级入门,"['鲅鱼干 150克', '腐竹 150克']","['香菜 20克', '胡萝卜 30克', '花椒 少量', '八角 少量', '葱 50克', '姜 20克', '大蒜 20克', '黄酒 30毫升', '白糖 5克', '生抽 30毫升', '醋 10毫升', '调和油 20毫升', '海虾干 5只']","['高血脂人群 建议多吃', '减肥人群 控制少吃', '高血压人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",1.4克,6.1克,119.4大卡
8997,咖喱牛腩炖土豆,3.117, 0 收藏 , 4456 浏览,炖,咖喱味,90分钟,新手尝试,"['牛腩 500克', '土豆 1个', '胡萝卜 1根']","['咖喱 1块', '煮肉料 1份']","['高血脂人群 控制少吃', '减肥人群 控制少吃', '高血压人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",3.22克,12.6克,183.1大卡
9100,彩椒辣酱炒花螺,3.709, 9 收藏 , 4061 浏览,炒,香辣味,30分钟,初中水平,"['花螺 800克', '黄椒 30克', '青椒 30克', '蒜 20克', '自制蒜蓉辣椒酱 2勺']","['油 0.5勺', '盐 1匙', '糖 2匙', '料酒 0.5匙']","['高血压人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 控制少吃', '高血脂人群 建议多吃', '儿童 控制少吃']",7.91克,0.9克,97.7大卡
8601,西红柿疙瘩汤,4.939, 151 收藏 , 80129 浏览,煮,咸鲜味,10分钟,新手尝试,"['西红柿 2个', '面粉 半碗', '鸡蛋 2个']","['小葱 适量', '香菜 适量', '盐 适量', '芝麻油 适量']","['高血糖人群 尽量不吃', '减肥人群 控制少吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",14.91克,2.2克,124.2大卡
537,糖醋排骨,4.516, 3 收藏 , 5119 浏览,炒,家常味,60分钟,初级入门,"['猪排骨 800克', '葱段 2小段', '姜片 几小片']","['八角 2个', '老抽 1勺', '料酒 2勺', '生抽 2勺', '白醋 2勺', '白糖 25克', '食盐 4克']","['减肥人群 控制少吃', '高血糖人群 控制少吃', '高血脂人群 控制少吃', '高血压人群 控制少吃', '儿童 控制少吃']",3.15克,20.8克,264.5大卡
12247,蒜泥苋菜,3.641, 4 收藏 , 3897 浏览,拌,家常味,10分钟,未知,['苋菜 适量'],['蒜 适量'],"['高血糖人群 控制少吃', '减肥人群 建议多吃', '高血压人群 建议多吃', '高血脂人群 建议多吃', '儿童 建议多吃']",6.65克,0.3克,49.6大卡
9519,翅包奶酪,4.619, 0 收藏 , 5007 浏览,烘焙,奶香味,30分钟,初级入门,"['七鲜芦花鸡翅 8个', '片状奶酪 4片', '马苏里拉奶酪 约50克']","['奥尔良烤翅腌料 1包', '牙签 16根', '蜂蜜 1小勺']","['减肥人群 控制少吃', '高血糖人群 控制少吃', '高血脂人群 控制少吃', '高血压人群 控制少吃', '儿童 控制少吃']",4.13克,13.2克,221.8大卡
2557,春笋炒鸡胗,4.139, 547 收藏 , 5438 浏览,炒,咸鲜味,30分钟,未知,"['鸡胗 6个', '春笋 半只', '胡萝卜 适量']","['玉米油 20毫升', '姜片 4小片', '料酒 10克', '清水 小半碗', '盐 1勺', '鸡精 一点点']","['高血压人群 建议多吃', '减肥人群 建议多吃', '高血脂人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",3.92克,1.3克,63.3大卡
4106,蚝油生菜,3.932, 2 收藏 , 6693 浏览,炒,家常味,10分钟,未知,['圆生菜 1颗'],"['葱花 适量', '耗油 2泵', '味精 少许', '盐 少许']","['高血压人群 控制少吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '高血脂人群 建议多吃', '儿童 控制少吃']",2.03克,0.4克,27.2大卡
3140,红烧鸡腿,3.587, 335 收藏 , 111977 浏览,烧,咸鲜味,10分钟,初级入门,['鸡腿 9根'],"['大蒜 10克', '生抽酱油 2汤勺', '老抽酱油 3汤勺', '盐 5克', '鸡精 3克', '水 1碗', '花生油 20克', '大葱 10克', '姜片 10克']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",0.28克,5.2克,89.4大卡
12909,香椿炒鸡蛋,4.502, 502 收藏 , 5524 浏览,炒,家常味,10分钟,初级入门,"['香椿 150克', '鸡蛋 4个']","['盐 适量', '油 适量', '胡萝卜 少许']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '儿童 建议多吃']",4.41克,6克,106.5大卡
7947,茄子面片汤,4.435, 7 收藏 , 3604 浏览,煮,茄汁味,15分钟,初中水平,"['面粉 100克', '鸡蛋 1个', '西红柿 70克']","['食油 10克', '盐 1克', '大葱 30克', '黑胡椒粉 1克']","['高血脂人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 尽量不吃', '高血压人群 控制少吃', '儿童 控制少吃']",20.58克,6.5克,203.9大卡
14246,XO酱黑虎虾蒸粉丝,3.931, 8 收藏 , 3126 浏览,蒸,咸鲜味,5分钟,初级入门,"['黑虎虾 150克', '粉丝 一小扎', '生抽酱油 2勺', '长剑xo酱 两小勺']","['油 适量', '蒜头 半颗']","['高血脂人群 建议多吃', '减肥人群 控制少吃', '高血压人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",1.75克,9.1克,132.2大卡
7040,翡翠白玉卷,3.491, 12 收藏 , 40125 浏览,蒸,咸鲜味,15分钟,初级入门,"['白菜 6片', '猪肉 140克', '香菇 3个', '玉米(鲜) 40克', '胡萝卜 0.5根']","['葱 2根', '鸡蛋 1个', '淀粉 2汤匙', '花椒粉 适量', '食盐 1/2茶匙', '酱油 1茶匙', '香油 适量']","['高血脂人群 建议多吃', '高血压人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 建议多吃']",5.95克,8.6克,124.5大卡
9054,扇贝焖饭,4.221, 337 收藏 , 5351 浏览,蒸,家常味,30分钟,新手尝试,"['大米 300克', '扇贝肉 500克']",['大蒜 姜 油 盐 酱油 醋 蚝油 料酒 香油 适量'],"['高血压人群 建议多吃', '高血糖人群 尽量不吃', '减肥人群 控制少吃', '高血脂人群 建议多吃', '儿童 建议多吃']",21.42克,1.3克,172.2大卡
2779,立春必吃的菜~素炒土豆丝,3.3, 2 收藏 , 2414 浏览,炒,家常味,5分钟,初中水平,"['土豆 1个', '胡萝卜 半根', '芹菜 少许']","['禾然有机特级初榨橄榄油 适量', '蒜 适量', '六月鲜轻盐牡蛎酱油 适量']","['减肥人群 建议多吃', '高血糖人群 控制少吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",7.21克,2.7克,63.6大卡
4967,香菇鸡翅汤,3.834, 6 收藏 , 3259 浏览,煮,咸鲜味,60分钟,未知,"['鸡翅 300克', '香菇 100克']","['红枣 50克', '盐 5毫升', '枸杞 5克', '姜 3克']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",3.5克,4克,83.5大卡
12334,咬着吃的茶饮-桂圆藕芋凉粉,3.766, 2 收藏 , 2216 浏览,煮,甜味,30分钟,初级入门,"['仙草粉 50克', '水 500克', '桂圆枸杞茶 300毫升', '奇亚籽 适量', '酒酿 20克', '南瓜泥 100克', '木薯粉 200克']","['白砂糖 10克', '水 适量']","['减肥人群 控制少吃', '高血糖人群 尽量不吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",19.04克,0.6克,141.2大卡
8275,毛家红烧肉,3.738, 5 收藏 , 18196 浏览,炖,咸鲜味,2小时,初中水平,['五花肉 750克'],"['生姜 1小块', '红酒 半碗', '植物油 1大勺', '葱 3棵', '蒜瓣 5瓣', '菜心 200克', '冰糖 50克']","['高血脂人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",3.43克,16.4克,180.5大卡
5081,蒜苗回锅肉,4.46, 9 收藏 , 5884 浏览,炒,香辣味,5分钟,新手尝试,['带皮五花肉 500克'],"['蒜苗 200克', '姜 10克', '小米椒 10克', '蒜 10克', '葱 10克', '花生油 10克', '料酒 10克', '白糖 2克', '郫县豆瓣酱 30克', '八角 2个']","['减肥人群 控制少吃', '高血糖人群 控制少吃', '高血脂人群 控制少吃', '高血压人群 控制少吃', '儿童 控制少吃']",3.5克,23.8克,256.2大卡
571,腌笃鲜,4.642, 0 收藏 , 4232 浏览,煮,家常味,60分钟,初级入门,"['咸肉 150克', '五花肉 150克', '春笋 250克', '千张结 250克']","['葱 适量', '姜 适量']","['高血脂人群 控制少吃', '减肥人群 控制少吃', '高血压人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",2.38克,18.1克,224.6大卡
4389,燕麦韭菜鸡蛋饼,3.798, 57 收藏 , 84715 浏览,煎,家常味,15分钟,初级入门,"['燕麦 50克', '面粉 50克', '鸡蛋 2个', '韭菜 50克', '培根 2片']","['姜 1片', '盐 1克', '油 适量']","['减肥人群 控制少吃', '高血糖人群 尽量不吃', '高血脂人群 控制少吃', '高血压人群 控制少吃', '儿童 控制少吃']",18.06克,7.4克,201.1大卡
3087,豆角锅粘卷子,3.069, 30 收藏 , 7067 浏览,炖,家常味,30分钟,初级入门,"['五花肉 650克', '面粉 400克', '豆角 600克']","['食盐 适量', '八角 2粒', '桂皮 1小段', '香叶 3片', '葱姜 适量', '生抽 适量', '冰糖 3粒', '老抽 适量']","['高血脂人群 控制少吃', '减肥人群 控制少吃', '高血压人群 控制少吃', '高血糖人群 尽量不吃', '儿童 控制少吃']",14.42克,14.2克,235.3大卡
4670,#冬至大如年#茄汁大虾,3.35, 0 收藏 , 3087 浏览,焗,茄汁味,15分钟,新手尝试,"['大虾 300克', '菠萝 适量', '青豌豆 少许']","['葱 适量', '姜 适量', '盐 适量', '白砂糖 适量', '白米醋 适量', '番茄酱 适量', '食用油 适量', '水淀粉 少许', '老抽 适量', '生抽 适量']","['高血压人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '高血脂人群 建议多吃', '儿童 建议多吃']",7.98克,1.4克,107.3大卡
705,炸黄花鱼,3.718, 34 收藏 , 11057 浏览,炸,咸鲜味,30分钟,初级入门,['黄花鱼 1000克'],"['淀粉 100克', '鸡蛋 1个', '花椒粉 半茶勺', '食盐 2茶勺', '植物油 400克']","['高血脂人群 控制少吃', '减肥人群 控制少吃', '高血压人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",3.92克,27克,297.7大卡
13989,香肠炒芹菜,4.874, 5 收藏 , 2410 浏览,炒,家常味,10分钟,新手尝试,"['香肠  100克', '芹菜  250克']","['葱姜  适量', '油  10克', '盐  5克', '鸡精 5克']","['高血压人群 控制少吃', '高血脂人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '儿童 控制少吃']",3.71克,13.6克,170.1大卡
12840,东北乱炖,4.696, 1 收藏 , 2098 浏览,炖,家常味,30分钟,未知,['白菜 200克'],"['海带 少许', '香菇 少许', '海鲜菇 少许', '冻豆腐 少许', '葱姜蒜 少许', '猪肉 少许', '盐 少许', '鸡精 少许']","['减肥人群 建议多吃', '高血糖人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",3.22克,3.3克,58.1大卡
4031,西红柿鸡蛋,4.166, 61 收藏 , 18313 浏览,炒,茄汁味,10分钟,新手尝试,"['西红柿 2个', '鸡蛋 3个']","['食盐 5克', '醋 少量']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",1.89克,2.7克,46.8大卡
4790,绝对正宗的麻辣干锅五花肉,3.191, 3 收藏 , 3424 浏览,炒,麻辣味,60分钟,未知,"['五花肉 300克', '土豆 350克', '藕 200克', '杏鲍菇 100克', '芹菜 100克', '红彩椒 半个']","['干辣椒 20克', '菜籽油 70克', '香料 10克', '香葱 10克', '花椒 5克', '火锅料 20克', '料酒（黄酒或白酒） 5克', '生抽 5克', '葱 20克', '姜 10克', '盐 6克', '玉米油 20克']","['减肥人群 控制少吃', '高血糖人群 控制少吃', '高血脂人群 控制少吃', '高血压人群 建议多吃', '儿童 控制少吃']",7.42克,16克,194.8大卡
10618,河虾鸡蛋饼,4.688, 334 收藏 , 2359 浏览,煎,家常味,5分钟,初级入门,"['小河虾 200克', '鸡蛋 3个', '干淀粉 2勺']","['生姜 1块', '料酒 2勺', '盐 1勺', '白胡椒粉 1小勺', '油 1勺']","['减肥人群 控制少吃', '高血糖人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",2.8克,6克,124.3大卡
13482,快手早餐之蔬菜鹌鹑蛋汤面,4.947, 8 收藏 , 2286 浏览,煮,咸鲜味,15分钟,未知,"['面 一团', '娃娃菜 一把', '鹌鹑蛋 六个']","['盐 两勺', '鸡精 一点点', '玉米油 15-20毫升', '麻油 一点点', '清水 适量', '葱 两根']","['高血压人群 控制少吃', '高血脂人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '儿童 控制少吃']",3.15克,7.7克,91.4大卡
8498,简单方便的蒸菜安排！粉蒸肉，肥而不腻,3.518, 0 收藏 , 1864 浏览,蒸,咸鲜味,30分钟,初中水平,"['五花肉  一块 ', '蒸肉米粉 一碗']","['盐1勺  1勺 ', '糖 1勺 ', '料酒 2勺 ', '生抽 2勺', '蚝油 1勺', '干辣椒 2个', ' 姜片  2片', '葱 一把']","['减肥人群 控制少吃', '高血糖人群 尽量不吃', '高血脂人群 控制少吃', '高血压人群 控制少吃', '儿童 控制少吃']",32.13克,10.5克,285.1大卡
9628,香菇尖椒豆腐丝,4.041, 11 收藏 , 150478 浏览,炒,家常味,10分钟,新手尝试,"['香菇 4个', '尖椒 2个', '豆腐皮 1张']","['蒜瓣 3瓣', '食用油 2汤勺', '盐 1茶勺', '生抽 适量']","['高血脂人群 控制少吃', '高血压人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",4.48克,12.6克,216.8大卡
3828,鲜肉酥,4.44, 7 收藏 , 6458 浏览,烘焙,咸鲜味,2小时,中级掌勺,"['面粉 305克', '细砂糖 13克', '水 65克', '全蛋液 21克', '猪油 101克', '盐 少许']","['猪肉馅 240克', '笋尖 30克', '葱段 10厘米', '姜 少许', '香油 10克', '生抽 10克', '料酒 15克', '鸡蛋 1个', '糖 5克', '浓汤宝 1个', '熟芝麻 10克', '盐 适量', '蛋黄液(表面装饰) 适量', '芝麻(表面装饰) 适量']","['高血脂人群 控制少吃', '减肥人群 尽量不吃', '高血压人群 控制少吃', '高血糖人群 尽量不吃', '儿童 控制少吃']",31.57克,21.2克,402大卡
8712,番茄牛腩(火锅底料版),3.896, 400 收藏 , 4920 浏览,炖,茄汁味,60分钟,初级入门,"['牛腩 100克', '番茄 1个', '洋葱 1/4个', '胡萝卜 半根']","['姜 6片', '蒜头 2瓣', '呷哺呷哺番茄火锅底料 60克']","['高血压人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '高血脂人群 建议多吃', '儿童 建议多吃']",3.71克,1克,43.3大卡
825,番茄肉粥,4.226, 377 收藏 , 3389 浏览,炖,家常味,30分钟,未知,"['猪肉 适量', '胡萝卜 少许', '西红柿 半个']",['盐 1克'],"['高血脂人群 控制少吃', '减肥人群 控制少吃', '高血压人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",2.45克,11.1克,126.7大卡
12266,紫苏烧鲤鱼,4.934, 16 收藏 , 2162 浏览,烧,家常味,15分钟,中级掌勺,"['鲤鱼 一条', '紫苏 一把', '姜 适量', '小红尖椒 3个', '香菜 两根', '葱 两根']","['油 适量', '盐 适量', '生抽 适量', '料酒 适量']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '儿童 控制少吃']",1.54克,3.4克,84大卡
2955,糖醋排骨,4.037, 354 收藏 , 2382 浏览,炖,酸甜味,60分钟,初级入门,['排骨 600克'],"['胡姬花古法花生油 1勺', '姜 几片', '葱花 适量', '花椒 少许', '生抽酱油 3勺', '红烧酱油 2勺', '冰糖 40克', '盐 适量', '香叶 2片', '清香米醋 2勺']","['减肥人群 控制少吃', '高血糖人群 控制少吃', '高血脂人群 控制少吃', '高血压人群 控制少吃', '儿童 控制少吃']",5.25克,20.2克,268.8大卡
10845,汽水肉,4.815, 5 收藏 , 3169 浏览,蒸,家常味,30分钟,中级掌勺,['肉末 170克'],"['料酒 适量', '生抽 适量', '盐 适量', '清水 1小碟']","['高血压人群 控制少吃', '高血脂人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",0.84克,18.8克,200.8大卡
9454,冬天就吃美味有营养的腊肉煨萝卜,4.027, 1 收藏 , 2257 浏览,炖,咸鲜味,60分钟,未知,"['白萝卜 一个', '自制腊肉 400克']","['葱花 适量', '大葱 一根', '老抽 一勺', '生抽 2勺']","['减肥人群 控制少吃', '高血糖人群 控制少吃', '高血脂人群 控制少吃', '高血压人群 控制少吃', '儿童 控制少吃']",2.59克,27克,283大卡
11836,山药双薯条  宝宝辅食食谱,4.474, 12 收藏 , 4255 浏览,蒸,家常味,10分钟,新手尝试,"['普通面粉 150克', '山药 100克', '酵母 2克', '紫薯 20克']","['红薯 20克', '糖 10克（选加）']","['减肥人群 控制少吃', '高血糖人群 尽量不吃', '高血脂人群 控制少吃', '高血压人群 控制少吃', '儿童 控制少吃']",31.92克,1.3克,221.7大卡
5518,兰花木耳炒鸡蛋,4.557, 368 收藏 , 4651 浏览,炒,家常味,30分钟,初中水平,"['西兰花 200克', '鸡蛋 1个', '木耳 40克']","['油 15克', '盐 1克', '生抽 3克']","['减肥人群 建议多吃', '高血糖人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",2.52克,6.7克,82.9大卡
8430,地三鲜,3.553, 60 收藏 , 15869 浏览,炒,家常味,10分钟,新手尝试,"['圆茄子 1个', '土豆 1个', '青尖椒 1个', '红尖椒 1个']","['大蒜 4瓣', '葱花 少许', '淀粉 适量', '植物油 适量']","['高血糖人群 控制少吃', '减肥人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 控制少吃']",5.74克,0.2克,37.4大卡
14106,黄骨鱼烧豆腐,4.458, 319 收藏 , 3484 浏览,烧,咸鲜味,15分钟,初级入门,"['黄骨鱼 500克', '豆腐 2块', '野韭菜 少量', '国坛酒 25克']","['盐 适量', '食用油 适量', '酱油 适量']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '儿童 建议多吃']",3.71克,3.6克,100.1大卡
12064,鹅蛋炒尖椒,3.964, 4 收藏 , 3768 浏览,炒,家常味,30分钟,未知,"['鹅蛋 2个', '榨菜 少许']","['尖椒 适量', '料酒 少许', '十三香 少许', '酱油 少许', '盐 少许', '鸡精 少许', '玉米油 适量']","['减肥人群 控制少吃', '高血糖人群 建议多吃', '高血脂人群 控制少吃', '高血压人群 控制少吃', '儿童 控制少吃']",4.27克,14.2克,189.3大卡
7853,排骨山药汤,4.105, 3027 收藏 , 73877 浏览,煲,咸鲜味,60分钟,初中水平,"['猪小排 1000克', '山药 500克']","['葱 30克', '姜 10克', '盐 1茶匙', '胡椒粉 少许', '枸杞子 20颗', '料酒 30克']","['高血脂人群 建议多吃', '减肥人群 控制少吃', '高血压人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",2.45克,7.8克,109.6大卡
8357,排骨酱五花肉,4.203, 339 收藏 , 2393 浏览,煎,咸鲜味,60分钟,未知,['五花肉 四块'],"['排骨酱 二勺', '耗油 半勺', '生抽 一勺', '姜 三片', '料酒 二勺', '葱 一颗']","['减肥人群 控制少吃', '高血糖人群 控制少吃', '高血脂人群 尽量不吃', '高血压人群 控制少吃', '儿童 控制少吃']",0克,30克,296.6大卡
9103,皮蛋瘦肉粥,3.394, 2 收藏 , 3403 浏览,煮,咸鲜味,60分钟,初级入门,"['胚芽米 120克', '瘦肉 50克', '皮蛋 1个']","['食盐 少许', '料酒 少许', '葱花 少许', '鸡精 少许', '黑胡椒 少许']","['减肥人群 控制少吃', '高血糖人群 尽量不吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",20.72克,2.7克,173.9大卡
6504,蒜茄子,3.36, 5 收藏 , 2040 浏览,蒸,蒜香味,15分钟,未知,['茄子 300克'],"['蒜 两头', '盐 两小勺', '鸡精 一小勺', '香菜 30克']","['减肥人群 建议多吃', '高血糖人群 控制少吃', '高血脂人群 建议多吃', '高血压人群 控制少吃', '儿童 控制少吃']",5.11克,0.3克,35.5大卡
5660,腊肉土豆焖饭,4.59, 7 收藏 , 2841 浏览,焖,家常味,60分钟,初级入门,"['大米  180克', '腊肉 80克', '豌豆 80克', '土豆 1个']","['盐  适量', '油 适量']","['高血压人群 控制少吃', '高血脂人群 控制少吃', '减肥人群 尽量不吃', '高血糖人群 尽量不吃', '儿童 控制少吃']",35.7克,11.6克,343.7大卡
8654,土豆豆角炖鸡翅,3.203, 2 收藏 , 5297 浏览,炖,家常味,15分钟,初级入门,"['土豆 150克', '豆角 200克', '鸡翅 200克']","['胡萝卜 100克', '大蒜 30克', '盐 少量', '调和油 10毫升', '淡味生抽 10毫升']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 控制少吃', '儿童 建议多吃']",6.09克,3.9克,86.7大卡
9046,茄汁黄豆炖牛肋条,4.599, 7 收藏 , 1564 浏览,炖,咸鲜味,30分钟,中级掌勺,"['牛肋条肉 3根', '茄汁黄豆 1罐']","['色拉油 1大勺', '酱油 1勺', '料酒 1勺', '盐 半勺', '香菜末 适量']","['高血脂人群 控制少吃', '减肥人群 尽量不吃', '高血压人群 控制少吃', '高血糖人群 尽量不吃', '儿童 控制少吃']",13.65克,22.3克,359.6大卡
4114,饺饼筒,3.452, 920 收藏 , 7993 浏览,煎,家常味,60分钟,未知,"['面粉 300克', '水 300克', '油 20克']","['配菜 一盘', '油 一大勺']","['高血糖人群 尽量不吃', '减肥人群 控制少吃', '高血脂人群 控制少吃', '高血压人群 控制少吃', '儿童 控制少吃']",23.73克,5.5克,208.1大卡
8999,脆皮茄子,4.315, 6 收藏 , 2118 浏览,炒,酸甜味,30分钟,未知,['茄子 适量'],"['青椒 适量', '盐 适量', '花椒粉 适量', '鸡粉 适量', '淀粉 适量', '鸡蛋 一个', '玉米淀粉 适量', '食用油 适量', '小米椒 适量', '葱 适量', '姜 适量', '蒜 适量', '蚝油 适量', '生抽 适量', '糖 适量', '醋 适量']","['高血压人群 尽量不吃', '高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 尽量不吃', '儿童 控制少吃']",16.17克,5.9克,162.9大卡
6975,叉烧豆腐,3.553, 12 收藏 , 55112 浏览,煮,家常味,15分钟,中级掌勺,['老豆腐 1块'],"['香菜 2颗', '浓汤宝 1块', '叉烧酱 2大勺', '生抽 1大勺', '盐 0.5小勺']","['高血压人群 控制少吃', '高血脂人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '儿童 控制少吃']",2.59克,1.5克,42.8大卡
6036,糖醋鲤鱼,3.893, 16839 收藏 , 138345 浏览,炸,酸甜味,15分钟,初中水平,['鲤鱼 800克'],"['番茄酱 60克', '淀粉 50克', '料酒 1大勺', '生抽 1大勺', '清水 3大勺', '陈醋 1大勺', '白糖 1大勺', '盐 3克', '鸡蛋 1个', '面粉 适量', '葱 5克', '姜 5克', '蒜苔 5克', '植物油 适量']","['高血压人群 控制少吃', '减肥人群 控制少吃', '高血脂人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",7.07克,2.4克,93.5大卡
2735,糖醋小排,4.408, 55 收藏 , 4065 浏览,烧,酸甜味,5分钟,新手尝试,"['猪肋排 500克', '山楂 8个', '梁汾山西陈醋 30毫升']","['葱姜 适量', '熟白芝麻 少许', '料酒 15毫升', '生抽 15毫升', '白糖 30克', '冰糖 70克', '盐 适量']","['减肥人群 控制少吃', '高血糖人群 尽量不吃', '高血脂人群 控制少吃', '高血压人群 控制少吃', '儿童 控制少吃']",11.83克,16.6克,266.8大卡
8345,炒猪肝,3.134, 4 收藏 , 2600 浏览,炒,家常味,15分钟,未知,['猪肝 适量'],"['油盐 适量', '葱 适量', '酱豆 适量', '淀粉 适量', '料酒 适量']","['减肥人群 控制少吃', '高血糖人群 控制少吃', '高血脂人群 建议多吃', '高血压人群 尽量不吃', '儿童 控制少吃']",5.95克,3.1克,111.7大卡
12239,菠菜炒虾仁,4.723, 20 收藏 , 16010 浏览,炒,家常味,5分钟,初中水平,"['菠菜 300克', '虾仁 200克']","['胡椒粉 1克', '精盐 3克', '生姜 5克', '生粉 1克', '食用油 20毫升']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",1.89克,4.2克,67.9大卡
11717,凉拌黄瓜金针菇,3.5, 7 收藏 , 4591 浏览,拌,家常味,5分钟,未知,"['黄瓜 1根', '金针菇 2包', '酱油 适量', '芝麻油 适量', '蒜头 适量', '盐 适量', '糖 少许', '醋 适量']",['辣椒 少许'],"['高血压人群 建议多吃', '高血糖人群 控制少吃', '减肥人群 建议多吃', '高血脂人群 建议多吃', '儿童 控制少吃']",5.11克,1.1克,43大卡
2337,土豆蒸腊肠,4.28, 89 收藏 , 40044 浏览,蒸,咸鲜味,10分钟,初级入门,"['土豆 1个', '腊肠 100克']",['蒜 2克'],"['高血脂人群 尽量不吃', '高血压人群 控制少吃', '减肥人群 尽量不吃', '高血糖人群 尽量不吃', '儿童 控制少吃']",11.13克,31.8克,410.1大卡
12066,香辣蛏子粉丝,3.122, 370 收藏 , 2011 浏览,炒,香辣味,15分钟,未知,"['蛏子 500克', '粉丝 100克']","['橄榄油 30毫升', '盐 适量', '白糖 适量', '酱油 适量', '料酒 适量', '姜和蒜 适量', '剁椒 适量', '醋 适量']","['减肥人群 建议多吃', '高血糖人群 控制少吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",8.4克,0.1克,60.3大卡
