menus_id,名字,平均分,收藏,浏览,工艺,口味,时间,难度,主料,辅料,禁忌综合,糖,脂肪,热量
6926,油焖大虾,4.813, 978 收藏 , 115842 浏览,炒,家常味,10分钟,新手尝试,['黑虎虾 300克'],"['葱花 适量', '姜 3片', '蒜 2瓣', '六月鲜特级原汁酱油 一汤匙', '白糖 一小勺', '米醋 一小勺', '料酒 少许', '植物油 二汤匙']","['高血压人群 建议多吃', '减肥人群 建议多吃', '高血脂人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",1.19克,0.5克,56.7大卡
8455,凉拌茄子,4.008, 48 收藏 , 8193 浏览,拌,香辣味,15分钟,未知,"['茄子 两个', '大蒜 适量', '小米椒 适量', '盐 适量']","['糖 适量', '香醋 适量', '生抽 适量', '辣椒油 适量', '葱 适量']","['高血压人群 尽量不吃', '高血脂人群 控制少吃', '高血糖人群 尽量不吃', '减肥人群 控制少吃', '儿童 控制少吃']",24.78克,10.1克,234.7大卡
13851,炝拌红萝卜丝切好后一定要泡水，你知道吗,4.947, 0 收藏 , 24845 浏览,拌,家常味,10分钟,未知,"['红萝卜 1根', '蒜苗 2根', '大蒜 1瓣', '盐 5克', '白糖 5克', '五香粉 3克', '醋 5克', '食用油 适量']",['凉水 适量'],"['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",3.85克,1.6克,38.4大卡
12427,简简单单下饭菜：辣椒炒肉,3.605, 371 收藏 , 3681 浏览,炒,香辣味,15分钟,未知,"['里脊肉 200克', '辣椒 6个', '小石窖辣椒炒肉料 35克']","['料酒 1勺', '橄榄油 一小勺', '玉米淀粉 3克', '生姜 3片']","['高血脂人群 建议多吃', '减肥人群 控制少吃', '高血压人群 建议多吃', '高血糖人群 建议多吃', '儿童 控制少吃']",2.38克,6.6克,126.8大卡
6148,雪菜炒鸡蛋干,4.346, 0 收藏 , 1932 浏览,炒,咸鲜味,15分钟,新手尝试,"['雪菜 250克', '鸡蛋干 1袋']","['蒜瓣 3个', '红辣椒 3个', '青辣椒 1个', '白糖 适量', '鸡精 少许', '蚝油 适量']","['高血压人群 控制少吃', '高血糖人群 控制少吃', '减肥人群 建议多吃', '高血脂人群 建议多吃', '儿童 控制少吃']",9.73克,1.3克,49.5大卡
13112,肉末烧玉子豆腐,4.452, 21 收藏 , 7524 浏览,烧,咸鲜味,30分钟,未知,"['玉子豆腐 三条', '肉馅 150克', '芹菜 一棵']","['油 30毫升', '盐 2克', '酱油 10毫升', '蚝油 5毫升']","['高血脂人群 控制少吃', '高血压人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '儿童 建议多吃']",2.31克,12克,150.8大卡
8236,葱炒鸡蛋,3.126, 4 收藏 , 2163 浏览,炒,家常味,5分钟,新手尝试,"['鸡蛋  4个', ' 大葱  1根']","['盐  适量', '金龙鱼浓香笨榨熟豆油  适量']","['减肥人群 控制少吃', '高血糖人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",2.59克,7.4克,114.8大卡
5403,年夜饭硬菜之手抓羊肉,4.245, 3 收藏 , 3842 浏览,煮,咸鲜味,15分钟,未知,['羊排 一斤'],"['生姜 4片', '香叶 3片', '干辣椒 4个', '桂皮 适量', '茴香 2个', '桂皮 适量', '花椒 适量', '蒜 3瓣', '盐 适量']","['高血脂人群 建议多吃', '减肥人群 控制少吃', '高血压人群 建议多吃', '高血糖人群 建议多吃', '儿童 控制少吃']",0克,5克,107.7大卡
10299,牙签肉,4.411, 44 收藏 , 14274 浏览,炒,家常味,5分钟,新手尝试,"['里脊肉 300克', '葱 适量', '姜 适量']","['味精 2克', '盐 2克', '孜然粉 2克', '白糖 3克', '淀粉 10克', '老抽 5克', '料酒 10克', '胡椒粉 2克', '辣椒面 适量', '芝麻 适量']","['高血脂人群 建议多吃', '减肥人群 控制少吃', '高血压人群 建议多吃', '高血糖人群 建议多吃', '儿童 控制少吃']",0.21克,7.5克,144.1大卡
2671,糖醋里脊,3.82, 36 收藏 , 33434 浏览,炒,酸甜味,5分钟,未知,"['里脊肉 290克', '番茄酱 1勺']","['玉米淀粉 2勺', '芝麻 1茶匙', '砂糖 2茶匙', '葡萄酒 半勺', '盐 2克', '葡萄酒 2茶匙', '花生油 400克', '胡椒粉 适量']","['高血脂人群 建议多吃', '减肥人群 控制少吃', '高血压人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",0.42克,7.6克,147.8大卡
2154,凉拌三丝,4.573, 471 收藏 , 23869 浏览,拌,香辣味,10分钟,未知,"['鸡胸肉 2块', '胡萝卜 1根', '青椒 1个']","['玉米油 20克', '蒜瓣 3瓣', '辣椒粉 5克', '10克轻盐酱油 1大勺', '米醋 1大勺']","['高血脂人群 建议多吃', '高血压人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '儿童 控制少吃']",3.64克,4.7克,98.3大卡
8639,四川鱼香肉丝,3.656, 19271 收藏 , 121964 浏览,烧,鱼香味,10分钟,新手尝试,"['猪腿肉 150克', '茭白 120克', '胡萝卜 80克', '黑木耳 5克']","['油\t\t\t\t 2汤匙', '老抽 一汤匙', '生抽 2汤匙', '料酒 一汤匙', '葱花 少许', '生粉 一汤匙', '水淀粉 2汤匙', '醋 一汤匙', '白糖 2汤匙', '剁椒 一汤匙']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 建议多吃']",7.28克,6.1克,118.7大卡
5527,啤酒油焖大虾,4.006, 39 收藏 , 10274 浏览,炒,咸鲜味,10分钟,新手尝试,"['海虾 300克', '啤酒 250毫升']","['葱 5克', '姜蒜 适量', '油 适量', '生抽 1勺', '料酒 适量', '八角 1个']","['高血压人群 建议多吃', '减肥人群 建议多吃', '高血脂人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",0.91克,1.1克,46.1大卡
5857,香辣牙签五花肉-1人能吃一盘,3.679, 14 收藏 , 38935 浏览,炒,香辣味,60分钟,未知,"['五花肉 500克', '洋葱 半颗']","['生抽 适量', '老抽 适量', '料酒 适量', '糖 少许', '辣椒面 适量', '孜然 适量', '白芝麻 适量', '小葱 一小段']","['高血脂人群 控制少吃', '减肥人群 控制少吃', '高血压人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",0.98克,29.4克,296.8大卡
2900,串烤地瓜,3.938, 0 收藏 , 36323 浏览,烤,甜味,15分钟,中级掌勺,['地瓜 1个'],"['蜂蜜 适量', '熟芝麻 适量']","['高血糖人群 尽量不吃', '减肥人群 控制少吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",24.15克,2.3克,161.7大卡
11240,红烧沙丁鱼,3.299, 6 收藏 , 2790 浏览,烧,家常味,30分钟,初中水平,['沙丁鱼 6个'],"['植物油 适量', '盐 适量', '姜 适量', '老抽 适量', '番茄酱 适量']","['高血压人群 尽量不吃', '高血脂人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",7.14克,20.2克,231.8大卡
8896,笋干炖五花肉,4.368, 465 收藏 , 4673 浏览,炖,咸鲜味,60分钟,新手尝试,"['石笋干 150克', '五花肉 600克', '葱 1段', '姜 1块']","['黄记煌照烧汁 1勺（15克）', '黄记煌酱汁 2勺（30克）', '米酒 2勺（30克）']","['高血脂人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '高血压人群 控制少吃', '儿童 控制少吃']",7.14克,25.6克,296.8大卡
1814,心太软,4.096, 88 收藏 , 24105 浏览,炒,家常味,5分钟,新手尝试,"['红枣 200克', '糯米粉 150克']",['蜂蜜 适量'],"['高血糖人群 尽量不吃', '减肥人群 控制少吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",21.91克,0.4克,138.7大卡
4390,带着春天气息的葱油蚕豆,3.805, 0 收藏 , 6474 浏览,炒,葱香味,15分钟,初级入门,['蚕豆 200克'],"['香葱 适量', '食用油 适量', '盐 适量']","['高血压人群 控制少吃', '高血糖人群 尽量不吃', '减肥人群 尽量不吃', '高血脂人群 控制少吃', '儿童 控制少吃']",40.11克,3.3克,336大卡
8623,啤酒鹌鹑蛋炖豆腐，补钙健脑，鲜香四溢,4.602, 0 收藏 , 2294 浏览,炖,咸鲜味,10分钟,新手尝试,"['费尔德堡无醇啤酒 1罐', '鹌鹑蛋 20个', '北豆腐 1小块', '鸡蛋 1个', '食用油 适量']","['盐 1勺', '生抽 2勺', '白糖 1小勺', '鸡精 1小勺', '葱姜 适量']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",1.96克,4.3克,85.7大卡
5434,鱼香肉丝,3.1, 10 收藏 , 2617 浏览,炒,鱼香味,10分钟,新手尝试,"['里脊肉 一块', '胡萝卜 适量', '笋 适量', '木耳 适量']","['大厨四宝小石窖鱼香肉丝 1罐', '盐 适量', '淀粉 适量', '葱姜 适量', '食用油 适量']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '儿童 建议多吃']",1.75克,6.1克,122.6大卡
1078,可乐鸡翅,3.748, 13 收藏 , 5525 浏览,煮,咸鲜味,60分钟,未知,"['鸡全翅 4个', '可乐 350克']","['大葱 4片', '姜 4片', '蒜 4粒', '植物油 1勺', '花椒粒 1匙', '盐 2匙']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 建议多吃']",6.65克,4.7克,105.2大卡
14972,香煎大排,3.834, 62 收藏 , 6402 浏览,煎,咸鲜味,30分钟,初中水平,['大排 400克'],"['食用油 适量', '盐 适量', '生抽 适量', '蚝油 适量', '黑椒酱 适量', '白胡椒粉 适量', '青柠 1个', '葱丝 少许']","['高血脂人群 控制少吃', '高血压人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",2.24克,18克,236.6大卡
11390,酱焖罗非鱼,4.777, 414 收藏 , 6760 浏览,焖,酱香味,30分钟,初级入门,"['罗非鱼 1条', '黄豆酱 2大勺']","['生抽 2勺', '料酒 2勺', '盐 适量', '白糖 1勺', '葱 半根', '姜 1小块', '面粉 适量']","['高血压人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 尽量不吃', '高血脂人群 建议多吃', '儿童 控制少吃']",10.08克,1.3克,124.2大卡
1455,腊肠炒芹菜,4.486, 17 收藏 , 11350 浏览,炒,家常味,15分钟,新手尝试,"['腊肠 3根', '芹菜 2棵', '大葱 1段']","['花生油 5毫升', '盐 2克']","['高血压人群 尽量不吃', '高血脂人群 尽量不吃', '减肥人群 尽量不吃', '高血糖人群 尽量不吃', '儿童 控制少吃']",9.59克,43.2克,519.6大卡
11485,腌笃鲜（咸肉版）,3.777, 500 收藏 , 7408 浏览,炖,咸鲜味,60分钟,新手尝试,"['金字淡咸肉 180克', '排骨 200克', '春笋 2根']","['生姜 一块', '黄酒 适量']","['高血脂人群 控制少吃', '减肥人群 控制少吃', '高血压人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",0.98克,22.7克,263大卡
14932,鳕鱼韭菜鸡蛋饼,3.548, 16 收藏 , 30562 浏览,煎,咸鲜味,30分钟,未知,"['鳕鱼 200克', '鸡蛋 2枚', '韭菜 60克', '中筋面粉 适量', '玉米淀粉 20克']","['盐 适量', '料酒 8克', '胡椒粉 1克', '花椒粉 2克', '鸡精 1克', '花生油 少许', '葱 适量', '姜 4片', '香菜梗 少许']","['高血压人群 建议多吃', '减肥人群 控制少吃', '高血脂人群 建议多吃', '高血糖人群 控制少吃', '儿童 建议多吃']",8.89克,3.2克,109.9大卡
6109,鹌鹑蛋烧豆腐,4.905, 166 收藏 , 83575 浏览,烧,酱香味,15分钟,初级入门,"['豆腐 300克', '鹌鹑蛋 12颗']","['葱、蒜 适量', '鸡精 适量', '水淀粉 适量', '豆瓣酱 适量', '料酒 适量', '盐 适量', '生抽 适量', '蚝油 适量', '白糖 适量', '老抽 适量', '胡椒粉 适量']","['高血脂人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",2.66克,4.7克,91.3大卡
4642,美味鱼香肉丝,3.059, 619 收藏 , 6541 浏览,炒,家常味,15分钟,初中水平,"[' 瘦肉 250克', '黑木耳 50克', '胡萝卜 50克', '青椒 50克']","['豆瓣酱 20克', '白糖 20克', '醋 1茶匙', '酱油 1茶匙', '料酒 1茶匙', '食盐 1茶匙', '水淀粉 10克', '葱 2根', '大蒜 4瓣', '姜 3片']","['高血脂人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",3.5克,1.9克,60.3大卡
13218,番茄炒鸡蛋,3.215, 558 收藏 , 6677 浏览,炒,家常味,10分钟,未知,"['番茄 一个', '鸡蛋 三个']","['盐 适量', '料酒 适量', '葱 适量']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",1.96克,3.7克,65.1大卡
4349,元宝红烧肉,4.317, 104 收藏 , 56457 浏览,炖,家常味,90分钟,初级入门,['五花肉 800克'],"['老抽 30克', '冰糖 80克', '生抽 60克', '八角 3个', '料酒 25克', '香叶 3片', '姜 5片', '花椒 40粒', '水 690毫升', '葱 1根']","['高血脂人群 控制少吃', '高血压人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 建议多吃']",8.26克,12.8克,170.2大卡
9973,糖醋里脊,3.457, 599 收藏 , 3982 浏览,炒,家常味,5分钟,新手尝试,"['里脊肉 300克', '葱 15克', '蒜 15克', '姜 15克']","['盐 2克', '料酒 10克', '鸡蛋 1个', '生粉 20克', '白糖 5克', '醋 10克']","['减肥人群 控制少吃', '高血糖人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",1.19克,6.9克,137.9大卡
5263,莲藕腐竹炖鸡,3.744, 13 收藏 , 5222 浏览,炖,家常味,60分钟,初中水平,"['土鸡 半只', '莲藕 500克', '腐竹 100克']","['盐 适量', '枸杞 5克', '姜 10克']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 建议多吃']",5.74克,4.5克,131.1大卡
7909,红烧土豆排骨,4.998, 1 收藏 , 10663 浏览,烧,酱香味,90分钟,未知,"['排骨 1斤', '生抽 1勺', '老抽 1勺', '白糖 20克', '土豆 1个', '八角 1个', '桂皮 1节', '香叶 2片', '盐 5克', '葱 2节', '生姜 4片', '开水 适量']",['食用油 适量'],"['高血脂人群 控制少吃', '高血压人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",3.85克,16.9克,221.6大卡
3109,干锅羊排,3.607, 2 收藏 , 1995 浏览,干煸,香辣味,15分钟,新手尝试,"['羊排骨 1斤半', '洋葱 1个', '红辣椒 1个', '青辣椒 1个', '胡萝卜 1个', '芹菜 2根', '姜 几片']","['菜籽油 适量', '盐 适量', '辣椒粉 适量', '孜然粉 适量', '白胡椒粉 适量']","['减肥人群 控制少吃', '高血糖人群 控制少吃', '高血脂人群 控制少吃', '高血压人群 控制少吃', '儿童 控制少吃']",2.59克,15.8克,200.4大卡
14159,苦瓜木耳炒鸡蛋,3.638, 7 收藏 , 1441 浏览,炒,家常味,15分钟,新手尝试,"['苦瓜 1根', '鸡蛋 2个', '木耳 10克']","['酱油 适量', '大蒜 1瓣', '油 适量']","['高血脂人群 建议多吃', '高血压人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",3.15克,4.3克,75.1大卡
1362,爽脆鲜嫩下饭的肉丝炒芹菜胡萝卜,4.849, 3 收藏 , 2104 浏览,炒,家常味,5分钟,初级入门,"['猪里脊 1块', '芹菜 1棵', '胡萝卜 半根']","['油 少许', '盐 少许', '酱油 适量', '玉米淀粉 1小勺', '料酒 少许']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '儿童 建议多吃']",2.8克,6.3克,117.1大卡
6076,香菇西蓝花炒虾仁,4.874, 3 收藏 , 1410 浏览,炒,家常味,10分钟,新手尝试,"['西蓝花 200克', '虾仁 150克', '鲜香菇 3朵', '木耳 少许']","['味达美臻品料酒 1大勺', '六月鲜12克轻盐牡蛎酱油 1勺', '淀粉 1勺']","['减肥人群 建议多吃', '高血糖人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",2.38克,0.6克,34.8大卡
8108,家常木须肉,3.029, 462 收藏 , 2030 浏览,炒,家常味,5分钟,初级入门,"['鸡蛋 2个', '泡发黄花菜 1碗', '胡萝卜 半根', '黄瓜 1根']","['油 15克', '大蒜 6瓣', '盐 0.5克', '生抽 10克', '酱油 5克']","['高血压人群 建议多吃', '减肥人群 控制少吃', '高血脂人群 建议多吃', '高血糖人群 尽量不吃', '儿童 建议多吃']",12.67克,3.7克,139.4大卡
11359,卤豆腐干,4.867, 7 收藏 , 6792 浏览,卤,家常味,60分钟,初中水平,['豆腐干 800克'],"['植物油 1000克', '盐 适量', '八角 1个', '桂皮 10克', '花椒粒 1克']","['高血脂人群 尽量不吃', '减肥人群 尽量不吃', '高血压人群 尽量不吃', '高血糖人群 尽量不吃', '儿童 控制少吃']",3.78克,70.4克,678.2大卡
8400,风琴茄子,3.759, 5 收藏 , 3097 浏览,炸,香辣味,15分钟,中级掌勺,"['肉末 适量', '茄子 1根']","['食盐 1勺', '淀粉 1勺、', '酱油 1勺', '油 1勺', '生粉 适量', '辣椒 适量', '葱花 适量']","['减肥人群 控制少吃', '高血糖人群 控制少吃', '高血脂人群 控制少吃', '高血压人群 控制少吃', '儿童 控制少吃']",4.06克,8.4克,109.8大卡
14658,白玉菇炒虾仁,3.919, 29 收藏 , 3203 浏览,炒,家常味,10分钟,新手尝试,"['大虾 适量', '鸡蛋 3个', '白玉菇或海鲜菇 适量']","['盐 1勺', '水淀粉 1勺', '食用油 适量', '葱姜 适量']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '儿童 建议多吃']",3.01克,5.1克,106.5大卡
5586,凉拌折耳根,4.117, 300 收藏 , 8171 浏览,拌,香辣味,5分钟,新手尝试,['折耳根 300克'],"['酱油 2勺', '辣椒油 1勺', '花椒油 1勺', '醋 1勺', '蚝油 1勺']","['减肥人群 建议多吃', '高血糖人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 控制少吃']",0.28克,3.1克,30.1大卡
4427,蒜香茄子,4.549, 351 收藏 , 3919 浏览,烤,香辣味,30分钟,初级入门,['茄子 2根'],"['蒜蓉 适量', '葱花 适量', '小米辣 适量', '白芝麻 适量']","['高血糖人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 建议多吃', '高血压人群 建议多吃', '儿童 控制少吃']",4.13克,1.1克,36.3大卡
10662,香菇炒肉皮,3.461, 4 收藏 , 3929 浏览,炒,家常味,10分钟,初中水平,"['卤肉皮 300克', '干香菇 3个', '青红辣椒 2个']","['植物油 适量', '盐 适量', '生抽 5克', '姜 5克']","['高血脂人群 控制少吃', '高血压人群 控制少吃', '减肥人群 尽量不吃', '高血糖人群 控制少吃', '儿童 控制少吃']",3.78克,24.3克,330.5大卡
13396,红烧带鱼,3.094, 13 收藏 , 2417 浏览,烧,咸鲜味,15分钟,初级入门,"['带鱼 3条', '鸡蛋 2个']","['料酒 适量', '生抽 适量', '大蒜 5瓣', '姜 1块', '八角 2颗', '花椒 1撮', '盐 少许', '水 1碗']","['减肥人群 控制少吃', '高血糖人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",2.31克,4.7克,119.8大卡
7893,蚝油焖鸡翅,3.564, 28 收藏 , 7333 浏览,焖,家常味,30分钟,初级入门,"['鸡翅 8个', '蚝油 2大勺']","['生抽 2勺', '料酒 2勺', '葱 半根', '姜 1小块']","['高血脂人群 建议多吃', '高血压人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '儿童 建议多吃']",2.66克,6.8克,120.7大卡
7726,午餐肉青菜虾仔面,4.041, 328 收藏 , 2689 浏览,煮,家常味,5分钟,初级入门,"['虾仔面饼 2块', '午餐肉 1块', '油菜 4棵']","['香葱 少许', '水 适量']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '高血糖人群 建议多吃', '减肥人群 建议多吃', '儿童 建议多吃']",0.49克,0.2克,3.7大卡
735,鱼香肉丝,4.161, 433 收藏 , 4540 浏览,炒,家常味,15分钟,未知,"['猪肉 适量', '木耳 适量', '青椒 1个', '洋葱 少许', '胡萝卜 少许']","['淀粉 1勺', '醋 1勺', '盐 3克', '豆瓣酱 1勺', '料酒 1勺', '蒜 适量']","['高血脂人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",4.13克,6.7克,92.7大卡
1660,双色如意卷（年夜饭必备）,4.232, 730 收藏 , 4773 浏览,蒸,咸鲜味,30分钟,未知,"['猪肉馅 200克', '花生油 10克', '紫甘蓝 100克', '寿司紫菜 2张', '鸡蛋 3枚', '料酒 5克', '鸡精 1克', '生抽 6克', '蒜苗 半根', '淀粉 2克']","['香菜 少许', '盐 适量']","['高血脂人群 控制少吃', '高血压人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",2.24克,18.9克,213.8大卡
14632,可乐鸡翅,4.73, 36 收藏 , 3333 浏览,炖,家常味,30分钟,初级入门,"['鸡翅 400克', '可乐 330毫升']","['姜 10克', '香葱 10克', '老抽 5毫升', '料酒 5毫升', '食盐 2克', '花生油 10毫升']","['高血脂人群 建议多吃', '高血压人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 建议多吃']",5.46克,7.3克,136.5大卡
8524,凉拌黄豆,4.345, 40 收藏 , 16658 浏览,煮,家常味,15分钟,初级入门,"['黄豆 100克', '葱 1根']","['生抽 1勺', '麻油 1勺', '花椒油 1勺', '红油 1勺', '醋 1勺']","['高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '高血压人群 建议多吃', '儿童 建议多吃']",7.35克,4克,102大卡
14684,贵妃鸡翅,4.283, 4586 收藏 , 20864 浏览,烧,咸鲜味,15分钟,初级入门,"['鸡翅中 8个', '贵州国坛道系青年黄金酒 适量']","['姜 1块', '大葱 1段', '盐 1勺', '胡椒粉 1小勺', '生抽 2勺', '老抽 半勺', '冰糖 25克']","['高血脂人群 建议多吃', '减肥人群 控制少吃', '高血压人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",2.66克,7.9克,139.4大卡
9273,台式三杯鸡,3.726, 136 收藏 , 30831 浏览,烧,咸鲜味,30分钟,初级入门,"['鸡腿 3个', '红尖椒 3根', '大葱 切段切丝', '生姜 切片', '大蒜 切片', '九层塔 适量']","['生抽 适量', '老抽 适量', '冰糖 适量', '香油 少许']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '儿童 控制少吃']",3.36克,5.8克,120.7大卡
4698,水波蛋牛肉咖喱饭,4.388, 4 收藏 , 5895 浏览,蒸,咖喱味,10分钟,初级入门,"['鸡蛋       2个', '嫩豆腐  60克']","['洋葱  20克', '胡萝卜  15克', '牛肉咖喱  适量', '米饭  适量']","['高血脂人群 建议多吃', '减肥人群 控制少吃', '高血压人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",1.75克,5.8克,100.6大卡
12398,今天就做这道经典下饭菜——麻婆豆腐,3.062, 337 收藏 , 4478 浏览,炒,香辣味,30分钟,初级入门,"['牛肉 120克', '豆腐 1块', '生抽 5毫升', '白糖 2克 ', '豆瓣酱 30克', '葱姜蒜末 适量 ', '干辣椒 少许']","['醋 少许', '油 适量 ', '水淀粉 少许', '金龙鱼花椒油 适量']","['减肥人群 控制少吃', '高血糖人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 控制少吃']",4.13克,5.5克,114.3大卡
11730,新年开运菜｜干?大虾,3.822, 145 收藏 , 3391 浏览,干煸,咸鲜味,10分钟,未知,"['大虾 10只', '柠檬（腌虾用） 1片', '姜片（腌虾用） 2片', '蒜片（腌虾用） 1瓣', '食盐（腌虾用） 2克', '牛奶（腌虾用） 70克', '小苏打（腌虾用） 1克']","['西芹 1根', '洋葱 15克', '花雕酒 2克', '味达美臻品蚝油 1中勺', '味达美特级生抽 1中勺', '白糖 2克', '清水 适量']","['高血压人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '高血脂人群 建议多吃', '儿童 建议多吃']",2.45克,0.6克,49.6大卡
2182,京酱肉丝,3.443, 7 收藏 , 11253 浏览,炒,家常味,5分钟,初级入门,['猪里脊肉 250克'],"['油 1勺', '盐 1小勺', '料酒 1勺', '甜面酱 1勺', '糖 1小勺', '鸡蛋白 1个', '玉米淀粉 1小勺', '黄瓜 1根']","['高血脂人群 建议多吃', '减肥人群 控制少吃', '高血压人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",1克,7.9克,150大卡
14662,地三鲜,3.053, 42 收藏 , 15512 浏览,炒,其他口味,60分钟,未知,"['尖椒 中等大小 2个', '土豆 中等大小 1个', '茄子(紫皮，长) 中等大小 1根']","['大葱葱白 食指长2段', '姜 1小块', '蒜 3瓣', '盐 1/2茶匙（2.5克）', '糖 1茶匙（5克）', '生抽 1汤匙 （15毫升)', '油 150毫升+3汤匙（45毫升）']","['高血脂人群 尽量不吃', '减肥人群 尽量不吃', '高血压人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",4.2克,31克,303.8大卡
14747,鹌鹑蛋烧鸡爪,3.744, 28 收藏 , 11501 浏览,烧,家常味,30分钟,初中水平,"['鸡爪 350克', '鹌鹑蛋 200克']","['白醋 5毫升', '料酒 30 毫升', '生抽 20毫升', '桂皮 1块', '八角 1个', '蚝油 20毫升', '精盐 2克', '小米椒 2个', '香葱 适量', '食用油 30毫升', '生姜 5克']","['高血脂人群 控制少吃', '高血压人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '儿童 控制少吃']",1.75克,12.5克,165.5大卡
5859,炒素三丝,3.465, 450 收藏 , 18538 浏览,炒,其他口味,15分钟,未知,"['土豆 中等大小1个（240克）', '胡萝卜 中等大小半根（75克）', '青椒 中等大小半个（50克）']","['盐 1/2茶匙（2.5克）', '油 2汤匙（30毫升）']","['高血糖人群 尽量不吃', '减肥人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",11.69克,0.2克,74.3大卡
12684,苋菜疙瘩汤,4.194, 211 收藏 , 2476 浏览,煮,家常味,30分钟,未知,"['苋菜 1把', '面粉 100克']","['生姜 5克', '大蒜 3瓣']","['高血糖人群 尽量不吃', '减肥人群 控制少吃', '高血脂人群 控制少吃', '高血压人群 控制少吃', '儿童 控制少吃']",32.62克,1.6克,233.4大卡
